index,id,assembly_uid,assembly_accession,organism,url,file,md5
379,refseq-NZ-1446517-PRJNA224116-SAMN02352942-NZ_JHGS-.-Escherichia_coli_O111_NM_str._2009C_4052.fna,570701,GCF_000619005.2,Escherichia coli O111:NM str. 2009C-4052 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/005/GCF_000619005.2_Ec2009C-4052/GCF_000619005.2_Ec2009C-4052_genomic.fna.gz,GCF_000619005.2.fasta.gz,6b1927f16946ba48d2acad0ad9a86cc1
380,refseq-NZ-1446548-PRJNA224116-SAMN02352921-NZ_JHKX-.-Escherichia_coli_O118_H16_str._08_3651.fna,139621,GCF_000616625.1,Escherichia coli O118:H16 str. 08-3651 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/616/625/GCF_000616625.1_Ec08-3651/GCF_000616625.1_Ec08-3651_genomic.fna.gz,GCF_000616625.1.fasta.gz,f5e7aab1c94ef1f27a762158669cf460
381,refseq-NZ-1446555-PRJNA224116-SAMN02352941-NZ_JHGT-.-Escherichia_coli_O121_H19_str._2009C_4050.fna,570881,GCF_000619745.2,Escherichia coli O121:H19 str. 2009C-4050 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/745/GCF_000619745.2_Ec2009C-4050/GCF_000619745.2_Ec2009C-4050_genomic.fna.gz,GCF_000619745.2.fasta.gz,16ed008a246e718c3513a84062985621
382,refseq-NZ-1446562-PRJNA224116-SAMN02352977-NZ_JHFK-.-Escherichia_coli_O121_H19_str._2010C_3840.fna,139261,GCF_000615505.1,Escherichia coli O121:H19 str. 2010C-3840 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/505/GCF_000615505.1_Ec2010C-3840/GCF_000615505.1_Ec2010C-3840_genomic.fna.gz,GCF_000615505.1.fasta.gz,d285586150207f05bcccc14144bf4bf6
383,refseq-NZ-1446612-PRJNA224116-SAMN02352914-NZ_JHNE-.-Escherichia_coli_O157_H7_str._07_3391.fna,570491,GCF_000617725.2,Escherichia coli O157:H7 str. 07-3391 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/617/725/GCF_000617725.2_Ec07-3391/GCF_000617725.2_Ec07-3391_genomic.fna.gz,GCF_000617725.2.fasta.gz,6705fa9fa115ee893303f6421fc72e88
384,refseq-NZ-1446621-PRJNA224116-SAMN02352958-NZ_JHGC-.-Escherichia_coli_O157_H7_str._2009EL2109.fna,139111,GCF_000615015.1,Escherichia coli O157:H7 str. 2009EL2109 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/015/GCF_000615015.1_Ec2009EL2109/GCF_000615015.1_Ec2009EL2109_genomic.fna.gz,GCF_000615015.1.fasta.gz,b61ceea8ea9251b9a64eba9a78586cf6
385,refseq-NZ-1446630-PRJNA224116-SAMN02353044-NZ_JHLC-.-Escherichia_coli_O157_H7_str._2011EL_2097.fna,570171,GCF_000616525.2,Escherichia coli O157:H7 str. 2011EL-2097 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/616/525/GCF_000616525.2_Ec2011EL-2097/GCF_000616525.2_Ec2011EL-2097_genomic.fna.gz,GCF_000616525.2.fasta.gz,29c19d0bf19896a8f7a99449c434b17b
386,refseq-NZ-1446637-PRJNA224116-SAMN02353051-NZ_JHKO-.-Escherichia_coli_O157_H7_str._2011EL_2106.fna,569981,GCF_000615865.2,Escherichia coli O157:H7 str. 2011EL-2106 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/865/GCF_000615865.2_Ec2011EL-2106/GCF_000615865.2_Ec2011EL-2106_genomic.fna.gz,GCF_000615865.2.fasta.gz,9bf6ba948f3d213b69a7708c03d8ab54
387,refseq-NZ-1446644-PRJNA224116-SAMN02353058-NZ_JHKH-.-Escherichia_coli_O157_H7_str._2011EL_2114.fna,138821,GCF_000614255.1,Escherichia coli O157:H7 str. 2011EL-2114 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/614/255/GCF_000614255.1_Ec2011EL-2114/GCF_000614255.1_Ec2011EL-2114_genomic.fna.gz,GCF_000614255.1.fasta.gz,bf539914e31d086cfe11223c9063f974
388,refseq-NZ-1446647-PRJNA224116-SAMN02353061-NZ_JHKE-.-Escherichia_coli_O157_H7_str._2011EL_2288.fna,569731,GCF_000614085.2,Escherichia coli O157:H7 str. 2011EL-2288 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/614/085/GCF_000614085.2_Ec2011EL-2288/GCF_000614085.2_Ec2011EL-2288_genomic.fna.gz,GCF_000614085.2.fasta.gz,ed5981c9ef4b277ffea26ee25ff96b81
389,refseq-NZ-1446652-PRJNA224116-SAMN02353072-NZ_JHJT-.-Escherichia_coli_O157_H7_str._F6142.fna,570551,GCF_000618105.2,Escherichia coli O157:H7 str. F6142 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/105/GCF_000618105.2_EcF6142/GCF_000618105.2_EcF6142_genomic.fna.gz,GCF_000618105.2.fasta.gz,e8f673aa74758fc64c85db79b5d398bb
390,refseq-NZ-1446658-PRJNA224116-SAMN02353080-NZ_JHJL-.-Escherichia_coli_O157_H7_str._F7384.fna,570541,GCF_000618065.2,Escherichia coli O157:H7 str. F7384 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/065/GCF_000618065.2_EcF7384/GCF_000618065.2_EcF7384_genomic.fna.gz,GCF_000618065.2.fasta.gz,be5ad6cc54b64e93571c345d18f88cc0
391,refseq-NZ-1446661-PRJNA224116-SAMN02353084-NZ_JHJH-.-Escherichia_coli_O157_H7_str._H2495.fna,140141,GCF_000618245.1,Escherichia coli O157:H7 str. H2495 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/245/GCF_000618245.1_EcH2495/GCF_000618245.1_EcH2495_genomic.fna.gz,GCF_000618245.1.fasta.gz,ef23542cddbea2c580293dd0a7f3da63
392,refseq-NZ-1446688-PRJNA224116-SAMN02353114-NZ_JHID-.-Escherichia_coli_O157_H7_str._K5467.fna,140431,GCF_000618825.1,Escherichia coli O157:H7 str. K5467 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/825/GCF_000618825.1_EcK5467/GCF_000618825.1_EcK5467_genomic.fna.gz,GCF_000618825.1.fasta.gz,759d9b72d4b26a834fe8b979d486ad5c
393,refseq-NZ-1446689-PRJNA224116-SAMN02353115-NZ_JHIC-.-Escherichia_coli_O157_H7_str._K5602.fna,140441,GCF_000618845.1,Escherichia coli O157:H7 str. K5602 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/845/GCF_000618845.1_EcK5602/GCF_000618845.1_EcK5602_genomic.fna.gz,GCF_000618845.1.fasta.gz,681d8fcbbd760221694063025e8e3735
394,refseq-NZ-1446700-PRJNA224116-SAMN02353005-NZ_JHMM-.-Escherichia_coli_O165_H25_str._2010C_4874.fna,143441,GCF_000617585.1,Escherichia coli O165:H25 str. 2010C-4874 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/617/585/GCF_000617585.1_Ec2010C-4874/GCF_000617585.1_Ec2010C-4874_genomic.fna.gz,GCF_000617585.1.fasta.gz,69ae81728fb7da0654b1996026931dcd
395,refseq-NZ-1446726-PRJNA224116-SAMN02353009-NZ_JHMI-.-Escherichia_coli_O26_H11_str._2010C_5028.fna,570941,GCF_000622535.2,Escherichia coli O26:H11 str. 2010C-5028 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/535/GCF_000622535.2_Ec2010C-5028/GCF_000622535.2_Ec2010C-5028_genomic.fna.gz,GCF_000622535.2.fasta.gz,f1a53992c05713056a0339a9e35fe704
396,refseq-NZ-1446734-PRJNA224116-SAMN02352987-NZ_JHFB-.-Escherichia_coli_O26_NM_str._2010C_4347.fna,569861,GCF_000614845.2,Escherichia coli O26:NM str. 2010C-4347 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/614/845/GCF_000614845.2_Ec2010C-4347/GCF_000614845.2_Ec2010C-4347_genomic.fna.gz,GCF_000614845.2.fasta.gz,1f97a9486e0fd4a595eb23eb78d86392
397,refseq-NZ-1446748-PRJNA224116-SAMN02353071-NZ_JHJU-.-Escherichia_coli_O6_H16_str._F5656C1.fna,140061,GCF_000618085.1,Escherichia coli O6:H16 str. F5656C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/085/GCF_000618085.1_EcF5656C1/GCF_000618085.1_EcF5656C1_genomic.fna.gz,GCF_000618085.1.fasta.gz,9e06a0f6aafc6ed8d8420694d80dd4a4
398,refseq-NZ-1446750-PRJNA224116-SAMN02352903-NZ_JHNP-.-Escherichia_coli_O69_H11_str._06_3325.fna,139781,GCF_000617325.1,Escherichia coli O69:H11 str. 06-3325 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/617/325/GCF_000617325.1_Ec06-3325/GCF_000617325.1_Ec06-3325_genomic.fna.gz,GCF_000617325.1.fasta.gz,068fa1661dee1349f2044ade71c4f0b9
399,refseq-NZ-1455599-PRJNA224116-SAMN02640647-NZ_JDWR-.-Escherichia_coli_11117.fna,182911,GCF_000699385.1,Escherichia coli 11117 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/385/GCF_000699385.1_11117/GCF_000699385.1_11117_genomic.fna.gz,GCF_000699385.1.fasta.gz,1fdf6611e5f1d374a208dba08d78e072
400,refseq-NZ-155864-PRJNA224116-SAMN03292324-GCF_000948445.1-.-Escherichia_coli_O157_H7_str._EDL933.fna,308061,GCF_000948445.1,Escherichia coli O157:H7 str. EDL933 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/948/445/GCF_000948445.1_ASM94844v1/GCF_000948445.1_ASM94844v1_genomic.fna.gz,GCF_000948445.1.fasta.gz,2621ef27bc5f1b6b49cac88180ab8532
402,refseq-NZ-511145-PRJNA224116-SAMN02743420-GCF_000801205.1-.-Escherichia_coli_str._K_12_substr._MG1655.fna,234141,GCF_000801205.1,Escherichia coli str. K-12 substr. MG1655 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/205/GCF_000801205.1_ASM80120v1/GCF_000801205.1_ASM80120v1_genomic.fna.gz,GCF_000801205.1.fasta.gz,780798596656293f171763b6a27d2264
403,refseq-NZ-550672-PRJNA224116-SAMN02595356-GCF_000163155.1-.-Escherichia_coli_B088.fna,197038,GCF_000163155.1,Escherichia coli B088 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/155/GCF_000163155.1_ASM16315v1/GCF_000163155.1_ASM16315v1_genomic.fna.gz,GCF_000163155.1.fasta.gz,3cabaf6f2c7960622001adc6a55e47a1
404,refseq-NZ-562-PRJNA224116-SAMEA2547783-GCF_000952955.1-.-Escherichia_coli.fna,311701,GCF_000952955.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/955/GCF_000952955.1_EcRV308Chr/GCF_000952955.1_EcRV308Chr_genomic.fna.gz,GCF_000952955.1.fasta.gz,6a7e93b0e305ce0b9f14da2b9595cd93
405,refseq-NZ-562-PRJNA224116-SAMEA2593888-NZ_CCPO-.-Escherichia_coli.fna,209591,GCF_000752435.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/435/GCF_000752435.1_FHI1/GCF_000752435.1_FHI1_genomic.fna.gz,GCF_000752435.1.fasta.gz,f2903d64f9f68f7ce96716df57249a49
406,refseq-NZ-562-PRJNA224116-SAMEA2593897-GCF_000936635.1-.-Escherichia_coli.fna,302501,GCF_000936635.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/936/635/GCF_000936635.1_FHI11/GCF_000936635.1_FHI11_genomic.fna.gz,GCF_000936635.1.fasta.gz,ada5c248387f17bac967063d67472e35
407,refseq-NZ-562-PRJNA224116-SAMEA2593899-NZ_CCPQ-.-Escherichia_coli.fna,210131,GCF_000753515.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/753/515/GCF_000753515.1_FHI13/GCF_000753515.1_FHI13_genomic.fna.gz,GCF_000753515.1.fasta.gz,00553a8b4544f7447703b88bb4f17a74
408,refseq-NZ-562-PRJNA224116-SAMEA2593901-GCF_000940255.1-.-Escherichia_coli.fna,304211,GCF_000940255.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/255/GCF_000940255.1_FHI15/GCF_000940255.1_FHI15_genomic.fna.gz,GCF_000940255.1.fasta.gz,898ee56926c9383cc6ee55f64579f90f
409,refseq-NZ-562-PRJNA224116-SAMEA2593904-GCF_000752855.1-.-Escherichia_coli.fna,209801,GCF_000752855.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/855/GCF_000752855.1_FHI19/GCF_000752855.1_FHI19_genomic.fna.gz,GCF_000752855.1.fasta.gz,88744eec461b91a4f3ffee582e5d8240
410,refseq-NZ-562-PRJNA224116-SAMEA2593905-GCF_000940115.1-.-Escherichia_coli.fna,304161,GCF_000940115.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/115/GCF_000940115.1_FHI20/GCF_000940115.1_FHI20_genomic.fna.gz,GCF_000940115.1.fasta.gz,08a6029f92375586cd9f4102971b0ee5
411,refseq-NZ-562-PRJNA224116-SAMEA2593907-GCF_000752755.1-.-Escherichia_coli.fna,209751,GCF_000752755.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/755/GCF_000752755.1_FHI22/GCF_000752755.1_FHI22_genomic.fna.gz,GCF_000752755.1.fasta.gz,a3f74e46964b9fa7c41a430b875a880a
412,refseq-NZ-562-PRJNA224116-SAMEA2593925-GCF_000943355.1-.-Escherichia_coli.fna,732831,GCF_000943355.2,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/355/GCF_000943355.2_FHI42/GCF_000943355.2_FHI42_genomic.fna.gz,GCF_000943355.2.fasta.gz,60f033ff000f1b85ef9bd8e98e49d0a0
413,refseq-NZ-562-PRJNA224116-SAMEA2593951-GCF_000944015.1-.-Escherichia_coli.fna,306001,GCF_000944015.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/944/015/GCF_000944015.1_FHI71/GCF_000944015.1_FHI71_genomic.fna.gz,GCF_000944015.1.fasta.gz,1171be16583c745167e8c0f6582d61d6
414,refseq-NZ-562-PRJNA224116-SAMEA2593953-NZ_CCQR-.-Escherichia_coli.fna,209911,GCF_000753075.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/753/075/GCF_000753075.1_FHI73/GCF_000753075.1_FHI73_genomic.fna.gz,GCF_000753075.1.fasta.gz,1267a56b10c85b8a50d727d8d0657c51
415,refseq-NZ-562-PRJNA224116-SAMEA2593960-NZ_CCQV-.-Escherichia_coli.fna,209661,GCF_000752575.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/575/GCF_000752575.1_FHI81/GCF_000752575.1_FHI81_genomic.fna.gz,GCF_000752575.1.fasta.gz,687be2f00fc698c30f8cc323c630e989
416,refseq-NZ-562-PRJNA224116-SAMEA2593969-GCF_000936085.1-.-Escherichia_coli.fna,732891,GCF_000936085.2,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/936/085/GCF_000936085.2_FHI90/GCF_000936085.2_FHI90_genomic.fna.gz,GCF_000936085.2.fasta.gz,6c5795d8b7a3005e4444d912486bb85d
417,refseq-NZ-562-PRJNA224116-SAMEA2593973-NZ_CCRD-.-Escherichia_coli.fna,210011,GCF_000753275.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/753/275/GCF_000753275.1_FHI95/GCF_000753275.1_FHI95_genomic.fna.gz,GCF_000753275.1.fasta.gz,0fdf9501d9633aca8f37d701d07c4c09
418,refseq-NZ-562-PRJNA224116-SAMEA2593974-NZ_CCRE-.-Escherichia_coli.fna,209721,GCF_000752695.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/695/GCF_000752695.1_FHI96/GCF_000752695.1_FHI96_genomic.fna.gz,GCF_000752695.1.fasta.gz,ad1843400c467da5fbf6556b06877ca4
419,refseq-NZ-562-PRJNA224116-SAMEA3218068-GCF_000937355.1-.-Escherichia_coli.fna,302851,GCF_000937355.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/937/355/GCF_000937355.1_46A_L2_assembly/GCF_000937355.1_46A_L2_assembly_genomic.fna.gz,GCF_000937355.1.fasta.gz,5da1a099e388e6bfc788d73738c3b238
420,refseq-NZ-562-PRJNA224116-SAMEA3218071-GCF_000939695.1-.-Escherichia_coli.fna,303951,GCF_000939695.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/939/695/GCF_000939695.1_4d11B_assembly/GCF_000939695.1_4d11B_assembly_genomic.fna.gz,GCF_000939695.1.fasta.gz,5b2c552746d53c2e0e1037243cd39a2e
421,refseq-NZ-562-PRJNA224116-SAMEA3218075-GCF_000936775.1-.-Escherichia_coli.fna,302561,GCF_000936775.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/936/775/GCF_000936775.1_B7C5_assembly/GCF_000936775.1_B7C5_assembly_genomic.fna.gz,GCF_000936775.1.fasta.gz,0c087a4a8cd0f14fa9fc4768955bf0f1
422,refseq-NZ-562-PRJNA224116-SAMEA3218077-GCF_000938575.1-.-Escherichia_coli.fna,303411,GCF_000938575.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/938/575/GCF_000938575.1_D1C4_assembly/GCF_000938575.1_D1C4_assembly_genomic.fna.gz,GCF_000938575.1.fasta.gz,5df0126930348e527fe11b3ec3c211c7
423,refseq-NZ-562-PRJNA224116-SAMN02640259-NZ_JEND-.-Escherichia_coli.fna,202451,GCF_000647795.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/795/GCF_000647795.1_ASM64779v2/GCF_000647795.1_ASM64779v2_genomic.fna.gz,GCF_000647795.1.fasta.gz,501aa6dc620d75819cb5fa2fcc623ddc
424,refseq-NZ-562-PRJNA224116-SAMN02647029-NZ_JFJL-.-Escherichia_coli.fna,187261,GCF_000708165.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/165/GCF_000708165.1_E_coli_EC2.contigs/GCF_000708165.1_E_coli_EC2.contigs_genomic.fna.gz,GCF_000708165.1.fasta.gz,9091290c968bbbf9971a53644ceb9cc8
425,refseq-NZ-562-PRJNA224116-SAMN02650862-NZ_JFFL-.-Escherichia_coli.fna,569611,GCF_000599765.2,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/765/GCF_000599765.2_a5_miseq_linux_20140113/GCF_000599765.2_a5_miseq_linux_20140113_genomic.fna.gz,GCF_000599765.2.fasta.gz,0b41e051e81abe4897315ecbced79d31
426,refseq-NZ-562-PRJNA224116-SAMN02650901-NZ_JFFO-.-Escherichia_coli.fna,132361,GCF_000599825.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/825/GCF_000599825.1_a5_miseq_linux_20140113/GCF_000599825.1_a5_miseq_linux_20140113_genomic.fna.gz,GCF_000599825.1.fasta.gz,1461d5e41705ae75bf39ed9a8ea3db9d
427,refseq-NZ-562-PRJNA224116-SAMN02666434-GCF_000599625.1-.-Escherichia_coli.fna,132261,GCF_000599625.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/625/GCF_000599625.1_ASM59962v1/GCF_000599625.1_ASM59962v1_genomic.fna.gz,GCF_000599625.1.fasta.gz,a103c6c01873aca5f96b2f59b64aa26b
428,refseq-NZ-562-PRJNA224116-SAMN02666698-GCF_000599705.1-.-Escherichia_coli.fna,132301,GCF_000599705.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/705/GCF_000599705.1_ASM59970v1/GCF_000599705.1_ASM59970v1_genomic.fna.gz,GCF_000599705.1.fasta.gz,893a59b14b7e5c8660bedf6638c2dbc7
429,refseq-NZ-562-PRJNA224116-SAMN02693808-NZ_JHEX-.-Escherichia_coli.fna,180321,GCF_000695135.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/135/GCF_000695135.1_Ecoli97-3250v1/GCF_000695135.1_Ecoli97-3250v1_genomic.fna.gz,GCF_000695135.1.fasta.gz,ed1b836850170f981d12661e1b8b6c61
430,refseq-NZ-562-PRJNA224116-SAMN02709449-NZ_JICI-.-Escherichia_coli.fna,178571,GCF_000691065.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/065/GCF_000691065.1_S6966/GCF_000691065.1_S6966_genomic.fna.gz,GCF_000691065.1.fasta.gz,04e61dcc03396e6b86bc76790379a4a3
431,refseq-NZ-562-PRJNA224116-SAMN02709454-NZ_JICD-.-Escherichia_coli.fna,178561,GCF_000691045.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/045/GCF_000691045.1_S7380/GCF_000691045.1_S7380_genomic.fna.gz,GCF_000691045.1.fasta.gz,0632e74efa879bf0a2e6143ee5c75930
432,refseq-NZ-562-PRJNA224116-SAMN02709589-GCF_000784925.1-.-Escherichia_coli.fna,226081,GCF_000784925.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/925/GCF_000784925.1_ASM78492v1/GCF_000784925.1_ASM78492v1_genomic.fna.gz,GCF_000784925.1.fasta.gz,f6a251b4baad7af16704ca41e7a0d48a
433,refseq-NZ-562-PRJNA224116-SAMN02801815-GCF_000782755.1-.-Escherichia_coli.fna,224981,GCF_000782755.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/782/755/GCF_000782755.1_ASM78275v1/GCF_000782755.1_ASM78275v1_genomic.fna.gz,GCF_000782755.1.fasta.gz,13399833171f7dec6707408d46382a48
434,refseq-NZ-562-PRJNA224116-SAMN02801830-GCF_000782455.1-.-Escherichia_coli.fna,224831,GCF_000782455.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/782/455/GCF_000782455.1_ASM78245v1/GCF_000782455.1_ASM78245v1_genomic.fna.gz,GCF_000782455.1.fasta.gz,d11c78ab0422e2516a3b4f898203b999
435,refseq-NZ-562-PRJNA224116-SAMN02801835-GCF_000782335.1-.-Escherichia_coli.fna,224771,GCF_000782335.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/782/335/GCF_000782335.1_ASM78233v1/GCF_000782335.1_ASM78233v1_genomic.fna.gz,GCF_000782335.1.fasta.gz,971ad75d73e2da73d6baf49407be49a6
436,refseq-NZ-562-PRJNA224116-SAMN02801853-GCF_000781965.1-.-Escherichia_coli.fna,224581,GCF_000781965.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/781/965/GCF_000781965.1_ASM78196v1/GCF_000781965.1_ASM78196v1_genomic.fna.gz,GCF_000781965.1.fasta.gz,b27a29e8f35d0a69dadb1d32bda55828
437,refseq-NZ-562-PRJNA224116-SAMN02801865-GCF_000781755.1-.-Escherichia_coli.fna,224481,GCF_000781755.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/781/755/GCF_000781755.1_ASM78175v1/GCF_000781755.1_ASM78175v1_genomic.fna.gz,GCF_000781755.1.fasta.gz,10d89f046c26ca48264e858eb73da54a
438,refseq-NZ-562-PRJNA224116-SAMN02801867-GCF_000781715.1-.-Escherichia_coli.fna,224461,GCF_000781715.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/781/715/GCF_000781715.1_ASM78171v1/GCF_000781715.1_ASM78171v1_genomic.fna.gz,GCF_000781715.1.fasta.gz,30f62f6afb585c3c7efea0363b7a9acd
439,refseq-NZ-562-PRJNA224116-SAMN02801929-GCF_000781115.1-.-Escherichia_coli.fna,224161,GCF_000781115.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/781/115/GCF_000781115.1_ASM78111v1/GCF_000781115.1_ASM78111v1_genomic.fna.gz,GCF_000781115.1.fasta.gz,e25137900fac8e00878b2785c4ea1359
440,refseq-NZ-562-PRJNA224116-SAMN02801940-GCF_000780915.1-.-Escherichia_coli.fna,224061,GCF_000780915.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/780/915/GCF_000780915.1_ASM78091v1/GCF_000780915.1_ASM78091v1_genomic.fna.gz,GCF_000780915.1.fasta.gz,354b4dbf146a2762d79982537e4674b3
441,refseq-NZ-562-PRJNA224116-SAMN02801943-GCF_000780895.1-.-Escherichia_coli.fna,224051,GCF_000780895.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/780/895/GCF_000780895.1_ASM78089v1/GCF_000780895.1_ASM78089v1_genomic.fna.gz,GCF_000780895.1.fasta.gz,205a0adf20f95d042be6a95e2d82d799
442,refseq-NZ-562-PRJNA224116-SAMN02802007-GCF_000779565.1-.-Escherichia_coli.fna,223401,GCF_000779565.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/779/565/GCF_000779565.1_ASM77956v1/GCF_000779565.1_ASM77956v1_genomic.fna.gz,GCF_000779565.1.fasta.gz,6aec4fa8a66878e4cb427fd6e0d0e3dd
443,refseq-NZ-562-PRJNA224116-SAMN02802012-GCF_000779545.1-.-Escherichia_coli.fna,223371,GCF_000779545.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/779/545/GCF_000779545.1_ASM77954v1/GCF_000779545.1_ASM77954v1_genomic.fna.gz,GCF_000779545.1.fasta.gz,a9c6d75ee9aa6ed77eb44b70452096e5
444,refseq-NZ-562-PRJNA224116-SAMN02802015-GCF_000779475.1-.-Escherichia_coli.fna,223341,GCF_000779475.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/779/475/GCF_000779475.1_ASM77947v1/GCF_000779475.1_ASM77947v1_genomic.fna.gz,GCF_000779475.1.fasta.gz,d8eb22925d40d13d2adf74f31bb7adf3
445,refseq-NZ-562-PRJNA224116-SAMN02802048-GCF_000778955.1-.-Escherichia_coli.fna,223091,GCF_000778955.1,Escherichia coli (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/778/955/GCF_000778955.1_ASM77895v1/GCF_000778955.1_ASM77895v1_genomic.fna.gz,GCF_000778955.1.fasta.gz,39ca8e4d340af26945e9d18b891baafe
